statute_number,section_title,popular_name,full_text_of_naming_clause,url
71-4824,"Act, how cited.",Revised Uniform Anatomical Gift Act,Sections 71-4824 to 71-4845 shall be known and may be cited as the Revised Uniform Anatomical Gift Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-4824
71-5001,"Act, how cited.",Compassion and Care for Medically Challenging Pregnancies Act,Sections 71-5001 to 71-5004 shall be known and may be cited as the Compassion and Care for Medically Challenging Pregnancies Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-5001
71-516.01,"Act, how cited.",Alzheimer's Special Care Disclosure Act,01 to 71-517 shall be known and may be cited as the Alzheimer's Special Care Disclosure Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-516.01
71-5210,"Act, how cited.",Primary Care Provider Act,Sections 71-5210 to 71-5212 shall be known and may be cited as the Primary Care Provider Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-5210
71-526,"Act, how cited.",Childhood Vaccine Act,Sections 71-526 to 71-530 shall be known and may be cited as the Childhood Vaccine Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-526
71-5313,"Act, how cited.",Nebraska Safe Drinking Water Act,Sections 71-5301 to 71-5313 shall be known and may be cited as the Nebraska Safe Drinking Water Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-5313
71-5314,"Act, how cited.",Drinking Water State Revolving Fund Act,Sections 71-5314 to 71-5327 shall be known and may be cited as the Drinking Water State Revolving Fund Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-5314
71-553,"Act, how cited.",Newborn Critical Congenital Heart Disease Screening Act,Sections 71-553 to 71-557 shall be known and may be cited as the Newborn Critical Congenital Heart Disease Screening Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-553
71-561,"Act, how cited.",Alzheimer's Disease and Other Dementia Support Act,Sections 71-561 to 71-567 shall be known and may be cited as the Alzheimer's Disease and Other Dementia Support Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-561
71-5650,"Rural Health Systems and Professional Incentive Act; act, how cited.",Rural Health Systems and Professional Incentive Act,Sections 71-5650 to 71-5670 shall be known and may be cited as the Rural Health Systems and Professional Incentive Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-5650
71-5680,"Rural Behavioral Health Training and Placement Program Act; act, how cited.",Rural Behavioral Health Training and Placement Program Act,Sections 71-5680 to 71-5683 shall be known and may be cited as the Rural Behavioral Health Training and Placement Program Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-5680
71-5716,"Act, how cited.",Nebraska Clean Indoor Air Act,Sections 71-5716 to 71-5735 shall be known and may be cited as the Nebraska Clean Indoor Air Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-5716
71-5801,"Act, how cited.",Nebraska Health Care Certificate of Need Act,Sections 71-5801 to 71-5870 shall be known and may be cited as the Nebraska Health Care Certificate of Need Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-5801
71-5901,"Act, how cited.",Assisted-Living Facility Act,Sections 71-5901 to 71-5909 shall be known and may be cited as the Assisted-Living Facility Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-5901
71-601,"Act, how cited.",Vital Statistics Act,Sections 71-601 to 71-649 shall be known and may be cited as the Vital Statistics Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-601
71-6037,"Act, how cited.",Nebraska Nursing Home Act,Sections 71-6008 to 71-6037 shall be known and may be cited as the Nebraska Nursing Home Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-6037
71-6101,"Act, how cited.",Interior Design Voluntary Registration Act,Sections 71-6101 to 71-6108 shall be known and may be cited as the Interior Design Voluntary Registration Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-6101
71-617.01,"Delayed Birth Registration Act, how cited.",Delayed Birth Registration Act,15 shall be known and may be cited as the Delayed Birth Registration Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-617.01
71-6201,"Act, how cited.",Nebraska Regulation of Health Professions Act,Sections 71-6201 to 71-6229 shall be known and may be cited as the Nebraska Regulation of Health Professions Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-6201
71-6317,"Asbestos Control Act; act, how cited.",Asbestos Control Act,Sections 71-6301 to 71-6317 shall be known and may be cited as the Asbestos Control Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-6317
71-6318,"Residential Lead-Based Paint Professions Practice Act; act, how cited.",Residential Lead-Based Paint Professions Practice Act,01 shall be known and may be cited as the Residential Lead-Based Paint Professions Practice Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-6318
71-6401,"Act, how cited.",Building Construction Act,Sections 71-6401 to 71-6408 shall be known and may be cited as the Building Construction Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-6401
71-6718,"Act, how cited.",Medication Aide Act,Sections 71-6718 to 71-6742 shall be known and may be cited as the Medication Aide Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-6718
71-6912,"Act, how cited.",Preborn Child Protection Act,Sections 71-6912 to 71-6917 shall be known and may be cited as the Preborn Child Protection Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-6912
71-7101,"Act, how cited.",Critical Incident Stress Management Act,Sections 71-7101 to 71-7113 shall be known and may be cited as the Critical Incident Stress Management Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-7101
71-7201,"Act, how cited.",Uniform Determination of Death Act,Sections 71-7201 to 71-7203 shall be known and may be cited as the Uniform Determination of Death Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-7201
71-7301,"Act, how cited.",Let Them Grow Act,Sections 71-7301 to 71-7307 shall be known and may be cited as the Let Them Grow Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-7301
71-7427,"Act, how cited.",Wholesale Drug Distributor Licensing Act,Sections 71-7427 to 71-7463 shall be known and may be cited as the Wholesale Drug Distributor Licensing Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-7427
71-7605,"Act, how cited.",Nebraska Health Care Funding Act,Sections 71-7605 to 71-7611 shall be known and may be cited as the Nebraska Health Care Funding Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-7605
71-7615,"Act, how cited.",Native American Public Health Act,Sections 71-7615 to 71-7622 shall be known and may be cited as the Native American Public Health Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-7615
71-7701,"Act, how cited.",Health Care Facility-Provider Cooperation Act,Sections 71-7701 to 71-7711 shall be known and may be cited as the Health Care Facility-Provider Cooperation Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-7701
71-7801,"Act, how cited.",Primary Care Investment Act,Sections 71-7801 to 71-7807 shall be known and may be cited as the Primary Care Investment Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-7801
71-7904,"Act, how cited.",Health Care Quality Improvement Act,Sections 71-7904 to 71-7913 shall be known and may be cited as the Health Care Quality Improvement Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-7904
71-8001,"Act, how cited.",Certified Industrial Hygienist Title Protection Act,Sections 71-8001 to 71-8008 shall be known and may be cited as the Certified Industrial Hygienist Title Protection Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-8001
71-801,"Nebraska Behavioral Health Services Act; act, how cited.",Nebraska Behavioral Health Services Act,Sections 71-801 to 71-830 and the Certified Community Behavioral Health Clinic Act shall be known and may be cited as the Nebraska Behavioral Health Services Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-801
71-8201,"Act, how cited.",Statewide Trauma System Act,Sections 71-8201 to 71-8253 shall be known and may be cited as the Statewide Trauma System Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-8201
71-821,"Children and Family Behavioral Health Support Act; act, how cited.",Children and Family Behavioral Health Support Act,Sections 71-821 to 71-826 shall be known and may be cited as the Children and Family Behavioral Health Support Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-821
71-828,"Behavioral Health Workforce Act; act, how cited.",Behavioral Health Workforce Act,Sections 71-828 to 71-830 shall be known and may be cited as the Behavioral Health Workforce Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-828
71-832,"Certified Community Behavioral Health Clinic Act; act, how cited.",Certified Community Behavioral Health Clinic Act,Sections 71-832 to 71-837 shall be known and may be cited as the Certified Community Behavioral Health Clinic Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-832
71-8501,"Act, how cited.",Nebraska Telehealth Act,Sections 71-8501 to 71-8508 shall be known and may be cited as the Nebraska Telehealth Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-8501
71-8601,"Act, how cited.",Commission for the Blind and Visually Impaired Act,Sections 71-8601 to 71-8616 shall be known and may be cited as the Commission for the Blind and Visually Impaired Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-8601
71-8701,"Act, how cited.",Patient Safety Improvement Act,Sections 71-8701 to 71-8722 shall be known and may be cited as the Patient Safety Improvement Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-8701
71-8801,"Act, how cited.",Stem Cell Research Act,Sections 71-8801 to 71-8806 shall be known and may be cited as the Stem Cell Research Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-8801
71-8901,"Act, how cited.",Veterinary Drug Distribution Licensing Act,Sections 71-8901 to 71-8929 shall be known and may be cited as the Veterinary Drug Distribution Licensing Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-8901
71-9002,"Act, how cited.",Domestic Violence and Sex Trafficking Survivor Assistance Act,Sections 71-9002 to 71-9005 shall be known and may be cited as the Domestic Violence and Sex Trafficking Survivor Assistance Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-9002
71-901,"Act, how cited.",Nebraska Mental Health Commitment Act,Sections 71-901 to 71-964 shall be known and may be cited as the Nebraska Mental Health Commitment Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-901
71-9101,"Act, how cited.",Concussion Awareness Act,Sections 71-9101 to 71-9106 shall be known and may be cited as the Concussion Awareness Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-9101
71-9301,"Act, how cited.",Home Care Consumer Bill of Rights Act,Sections 71-9301 to 71-9306 shall be known and may be cited as the Home Care Consumer Bill of Rights Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-9301
71-9401,"Act, how cited.",Assisting Caregiver Transitions Act,Sections 71-9401 to 71-9408 shall be known and may be cited as the Assisting Caregiver Transitions Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-9401
71-9501,"Act, how cited.",Direct Primary Care Agreement Act,Sections 71-9501 to 71-9511 shall be known and may be cited as the Direct Primary Care Agreement Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-9501
71-9601,"Act, how cited.",Investigational Drug Use Act,Sections 71-9601 to 71-9611 shall be known and may be cited as the Investigational Drug Use Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=71-9601
72-1260,"Act, how cited.",Nebraska State Funds Investment Act,Sections 72-1237 to 72-1260 shall be known and may be cited as the Nebraska State Funds Investment Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=72-1260
72-1269,"Act, how cited.",Nebraska Capital Expansion Act,Sections 72-1261 to 72-1269 shall be known and may be cited as the Nebraska Capital Expansion Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=72-1269
72-1701,"Act, how cited.",Nebraska Small Business Incubator Act,Sections 72-1701 to 72-1712 shall be known and may be cited as the Nebraska Small Business Incubator Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=72-1701
